symbol,company_name,isin,report_date,promoter_total_pct,hufi_num,hufi_pct,nri_num,nri_pct,dir_num,dir_pct,kmp_num,kmp_pct,rel_num,rel_pct,trust_num,trust_pct,natural_num_sum,natural_pct_sum,other_indian_pct,other_foreign_pct,foreign_non_govt_pct,govt_pct,promoter_names_full_list,owner_flag,ai_review_needed,owner_flag_ai,ai_confidence,ai_reasoning,owner_flag_final,nse_fetch_status
GOKULAGRO,,INE314T01033,2026-03-31,74.24,6,59.99,0,0.0,0,0.0,2,0.01,0,0.0,0,0.0,8,60.0,14.25,0.0,0.0,0.0,Ritika Infracon Private Limited|Jashodaben Commodities Llp|Nilesh Kanubhai Thakkar|Manjulaben Kanubhai Thakker|Kanubhai Jivatram Thakkar|Jayeshkumar K Thakkar|Dipakkumar Kanubhai Thakkar|Bhavna Dipakkumar Harwani,owner_confirmed_individual_and_director,False,,,,OWNER,ok
GPIL,,INE177H01039,2025-12-31,63.49,20,49.48,0,0.0,1,0.01,2,0.02,0,0.0,0,0.0,23,49.51,14.02,0.0,0.0,0.0,Hira Infra Tek Limited|Hira Ferro Alloys Limited|Hira Cement Limited|Bajrang Lal Agrawal (Trustee - GPIL Beneficiary Trust)|Alok Ferro Alloys Limited|Vinay Agrawal|Suresh Kumar Agrawal HUF (Karta Kanika Agrawal)|Siddharth Agrawal|Sarita Devi Agrawal|Reena Agrawal|Pratap  Agrawal|Pranay Agrawal|Prakhar Agrawal|Prakash  Agrawal|Narayan Prasad Agrawal HUF (Karta N P Agrawal)|N P Agrawal|Madhu Agrawal|Kumar Agrawal|Kanika Agrawal|Hanuman Prasad Agrawal (Karta H P Agrawal HUF)|Hanuman Prasad Agrawal|Dinesh Agrawal HUF (Karta Dinesh Agrawal)|Dinesh Agrawal|Bajranglal Agrawal|Bajrang Lal Agrawal HUF (karta Bajrang Lal Agrawal)|Abhishek Agrawal,owner_confirmed_individual_and_director,False,,,,OWNER,ok
GPPL,,INE517F01014,2025-12-31,44.01,0,0.0,0,0.0,0,0.0,3,0.0,0,0.0,0,0.0,3,0.0,0.0,44.01,44.01,0.0,APM Terminals Mauritius Limited,owner_confirmed_director_only,False,,,,OWNER,ok
GRANULES,,INE101D01020,2026-03-31,38.02,6,36.24,1,0.35,3,1.39,0,0.0,0,0.0,0,0.0,10,37.98,1.43,0.0,0.0,0.0,TYCHE INVESTMENTS PRIVATE LIMITED|SANTHI SREE RAMANAVARAPU|VENKATA MAHESH KRISHNA NARRA|SUSEELA DEVI CHIGURUPATI|PRAGNYA  CHIGURUPATI|NIKHILA REDDY  YEDAGURI|KRISHNA PRASAD CHIGURUPATI|KALIDINDI ABINAV VARMA|HARSHA CHIGURUPATI|CHIGURUPATI PRIYANKA|CHIGURUPATI  UMA  DEVI|BASAVA SANKARA RAO KOLLI,owner_confirmed_individual_and_director,False,,,,OWNER,ok
GRAPHITE,,INE371A01025,2025-12-31,65.34,6,0.5,2,0.1,0,0.0,1,0.0,2,0.0,0,0.0,11,0.6,64.03,0.71,0.71,0.0,Shree Laxmi Agents Private Limited|KKB Family Trust (Trustee - Emerald Highrise Private Limited)|G K W Limited|Emerald Family Trust (Trustee - Emerald Highrise Private Limited)|Emerald Company Private Limited|Carbo Ceramics Limited|Emerald Matrix Holdings Pte ltd|KRISHNA KUMAR BANGUR|APARNA BANGUR|Siddhant Bangur|Rukmani Devi Bangur|Mr Krishna Kumar Bangur          (Trustee of Krishna Kumar Bangur Family Welfare Trust)|Manjushree Bangur|Krishna Kumar Bangur HUF (Karta - Mr. Krishna Kumar Bangur)|Divya Bagri,owner_confirmed_individual_and_director,False,,,,OWNER,ok
GRASIM,,INE047A01021,2025-12-31,43.22,8,0.4,0,0.0,6,0.05,1,0.0,0,0.0,0,0.0,15,0.45,38.21,4.6,4.6,0.0,VIKRAM HOLDINGS PVT LTD|VAIBHAV HOLDINGS PRIVATE LIMITED|RENUKA INVESTMENTS & FINANCE LIMITED|RAJRATNA HOLDINGS PRIVATE LIMITED|PILANI INVESTMENT AND INDUSTRIES|PADMAVATI INVESTMENT PRIVATE LIMITED|IGH HOLDINGS PRIVATE LIMITED|HINDALCO INDUSTRIES LIMITED|ECE INDUSTRIES LTD|BIRLA INSTITUTE OF TECHNOLOGY AND SCIENCE|BIRLA INDUSTRIAL INVESTMENTS (INDIA) LIMITED|BIRLA INDUSTRIAL FINANCE (INDIA) LIMITED|BIRLA GROUP HOLDINGS PRIVATE LIMITED|BIRLA CONSULTANTS LIMITED|Thai Rayon Public Company Limited|Surya Kiran Investments Pte Limited|P.T. Indo Bharat Rayon|P T Sunrise Bumi Textiles|P T Elegant Textile Industry|Anatole Investments Pte Ltd|VASAVADATTA BAJAJ|RAJASHREE BIRLA|NEERJA BIRLA|KUMAR MANGALAM BIRLA|ARYAMAN VIKRAM BIRLA|ANANYASHREE BIRLA|ADVAITESHA BIRLA|ADITYA VIKRAM KUMARMANGALAM BIRLA HUF (KARTA- MR. KUMAR MANGALAM BIRLA),owner_confirmed_individual_and_director,False,,,,OWNER,ok
GRAVITA,,INE024L01027,2025-12-31,55.88,1,32.38,0,0.0,0,0.0,3,0.02,0,0.0,0,0.0,4,32.4,23.5,0.0,0.0,0.0,Rajat Agrawal Trustee of Agrawal Family Private Trust|RAJAT AGRAWAL|MAHAVIR PRASAD AGARWAL,owner_confirmed_individual_and_director,False,,,,OWNER,ok
GREAVESCOT,,INE224A01026,2025-12-31,55.8,0,0.0,0,0.0,0,0.0,1,0.0,0,0.0,0,0.0,1,0.0,55.8,0.0,0.0,0.0,Pygmalion Foundation|Premium Transmission Limited|Premium Motion Private Limited|Premium Care Private Limited|Kaolin India Private Limited|EICL Limited|DBH INVESTMENT CAPITAL INDIA PRIVATE LIMITED|DBH Holdings(India) Private Ltd,owner_confirmed_director_only,False,,,,OWNER,ok
GRINFRA,,INE201P01022,2025-12-31,74.69,19,38.86,0,0.0,0,0.0,2,0.0,0,0.0,0,0.0,21,38.86,35.83,0.0,0.0,0.0,UDAIPUR BUILDESTATE PRIVATE LIMITED|SUNCITY TRADE AGENCY|SUNCITY STAINLESS LLP|SUMAN BUILDERS|RAHUL INFRASTRUCTURE PRIVATE LIMITED|NIKI BUILDCON PRIVATE LIMITED|LOKESH BUILDERS PRIVATE LIMITED|JASAMRIT PREMISES PRIVATE LIMITED|JASAMRIT FASHIONS PRIVATE LIMITED|JASAMRIT DESIGNERS PRIVATE LIMITED|JASAMRIT CREATIONS PRIVATE LIMITED|JASAMRIT CONSTRUCTION PRIVATE LIMITED|GUMANIRAM AGARWAL CONTRACTORS PRIVATE LIMITED|GRACE CONSULTING ENGINEERS|GRACE BUILDHOME PRIVATE LIMITED|G R ESTATE|G R BUILDERS|G R AGARWAL FAMILY TRUST (Vinod Kumar Agarwal)|ADITYA MINERALS|ADITYA ENTERPRISES|VRINDA AGARWAL|VINOD KUMAR AGARWAL & FAMILY HUF (Vinod Kumar Agarwal)|VINOD KUMAR AGARWAL|VIKAS AGARWAL|VEDANSH AGARWAL|SUSHILA DEVI KEDIA|SUMAN HISARIYA|SUMAN AGARWAL|SHUBHAM AGARWAL|SHIVANSH AGARWAL|SHARDA CHOUDHARY|SHANKAR LAL CHOUDHARY|SHALINI AGARWAL|SHAKUNTALA DEVI GUPTA|SEEMA AGARWAL|SAROJ KHEMKA|SANGEETA AGARWAL|RUPAL AGARWAL|RITU AGARWAL|RAJ KUMAR GARG|PURSHOTTAM AGARWAL & FAMILY HUF  (Purshottam Agarwal)|PURSHOTTAM AGARWAL|PUJA AGARWAL|PRAMILA DEVI|PANKAJ AGARWAL|NITIKA AGARWAL|MANISH GUPTA|MAHENDRA AGARWAL HUF (Mahendra Agarwal|MAHENDRA AGARWAL|LOKESH AGARWAL|LAXMI TULSIAN|LAXMI DEVI AGARWAL|LALITA AGARWAL|KIRAN AGARWAL|KHYATI AGGARWAL|KANTA DEVI|JAI PRAKASH CHOUDHARY|HARISH KUMAR AGARWAL HUF (Harish Kumar Agarwal)|HARISH KUMAR AGARWAL|HANUMAN PRASAD GUPTA|GUMANI RAM AGARWAL HUF (Devki Nandan Agarwal)|GOVERDHAN LAL KEDIA|DEVKI NANDAN AGARWAL & FAMILY HUF (Devki Nandan Agarwal)|DEVKI NANDAN AGARWAL|DEEPIKA GOYAL|ASHWIN AGARWAL|ARUN KUMAR NAVATIA|ARCHIT AGARWAL|AJENDRA KUMAR AGARWAL & FAMILY HUF (Ajendra Kumar Agarwal)|AJENDRA AGARWAL|ADITYA FATEPURIA|ADITYA AGARWAL,owner_confirmed_individual_and_director,False,,,,OWNER,ok
GROWW,,INE0HOQ01053,2025-12-31,27.81,12,26.84,0,0.0,0,0.0,1,0.0,0,0.0,0,0.0,13,26.84,0.97,0.0,0.0,0.0,Village Crafts India|VCI Exports Private Limited|Thousand Oaks Trust|Tanya Gupta (Ikigai Family Trust)|Stargazer Inc.|Stargazer Growth LLP|Sandeep and Sandeep Associates|Ritu Parmar (Sangam Family Trust)|Premium Solar Deed|Nupur Jain (Aarambh Family Trust)|N.B. Agrotech|Mufasa Trust|Inkandoak Book Ventures Private Limited|Hindustan Feeds|Hero Petro Products|Golden Oak Trust|Gloww Skin Care Sciences Private Limited|Fortune First Trust|Floret Global Infratech Private Limited|Chandu Mal Cotton Factory|Bansal Cold Store|Anagha Kapse (Fortune Family Trust)|A. K. Enterprises|Vikas Singh|Tanya Gupta|Swati Bhadouria|Sumit Keshre|Shiva Kumari Bhadoria|Santoshi Keshre|Sandeep Kumar HUF|Sandeep Kumar|Sahil Bansal|Rohit Ramlal Parmar|Rohit Kapse|Rohit Jain|Ritu Parmar|Ritika Bohra|Richa Gang|Rashmi Jain|Ramlal Parmar|Ramesh Kumar Jain|Ramesh Kumar HUF|Ramdhani Singh|Rakesh Jain|Prakash Kapse|Nupur Jain|Neeraj Singh|Minakshi Devi|Mina Kumari|Megha Kapse|Lalit Keshre|Kiran Parmar|Kailash Chandra Keshre|Jyoti Jain|Ivaann Jain|Ishan Bansal|Inaya Bansal|Hina Mohnot|Harsh Jain HUF|Harsh Jain|Bharti Gupta|Avni Singh|Avani Keshre|Anagha Kapse|Alka Kapse|Ajay Gupta|Advit Singh|Aashna Gupta|Aarav Jain,owner_confirmed_individual_and_director,False,,,,OWNER,ok
GRSE,,INE382Z01011,2026-03-31,74.5,0,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,1,0.0,0.0,0.0,0.0,74.5,THE PRESIDENT OF INDIA,excluded_state_dominant,False,,,,NOT_OWNER,ok
GRWRHITECH,,INE291A01017,2025-12-31,60.72,4,8.07,1,1.16,0,0.0,0,0.0,0,0.0,0,0.0,5,9.23,51.5,0.0,0.0,0.0,SONIA GARWARE BENEFIT TRUST|SARITA GARWARE BENEFIT TRUST|S B GARWARE FAMILY TRUST|MONIKA GARWARE BENEFIT TRUST|Great View Real Estates Private Limited|Garware Industriees Private Limited|B D Garware Research Centre Private Limited|Sonia Shashikant Garware|Sheela Shashikant Garware|Shashikant Bhalchandra Garware|Sarita Garware Ramsay|Monika Garware,owner_confirmed_individual,False,,,,OWNER,ok
GSFC,,INE026A01025,2026-03-31,37.84,0,0.0,0,0.0,0,0.0,1,0.0,0,0.0,0,0.0,1,0.0,37.84,0.0,0.0,5.65,Gujarat Narmada Valley Fertilizers Company Limited|Gujarat Mineral Development Corporation Ltd|Gujarat Alkalies And Chemicals Limited|GUJARAT STATE INVETMENTS LIMITED,owner_confirmed_director_only,False,,,,OWNER,ok
GSPL,,INE246F01010,2026-03-31,37.63,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,37.63,0.0,0.0,2.01,GUJARAT URJA VIKAS NIGAM LIMITED|GUJARAT STATE PETROLEUM CORPORATION LTD,ambiguous_holding_indian,True,ai_state,0.99,Gujarat State Petroleum Corporation + Gujarat Urja Vikas Nigam = Gujarat 州政府系。govt_pct=2% は中央政府分のみで、実質的に州政府支配企業（PSU）,NOT_OWNER,ok
GVT&D,,INE200A01026,2025-12-31,51.0,0,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,1,0.0,50.7,0.3,0.3,0.0,"Grid Equipments Private Limited|GE Vernova Hydro Power India Private Limited|SEC ALSTOM (SHANGHAI BAOSHAN) TRANSFORMER CO., LTD|PT UNELEC INDONESIA|PT Grid Solutions Indonesia|LABORATOIRE OKSMAN SERAPHIN|KAPES Inc|Joint Stock Company Grid RUS|IUSA-GE, S de R.L. de C.V.|Grid Solutions Vietnam Company Limited|Grid Solutions Transmissao de Energia Ltda.|Grid Solutions SAS|Grid Solutions Romania Srl|Grid Solutions Portugal, Lda.|Grid Solutions Pakistan (Pvt.) Limited|Grid Solutions Oy|Grid Solutions Hellas S.A. Electrical Commercial and Construction Company|Grid Solutions Etudes Techniques|Grid Solutions Enerji Endustrisi A.S.|Grid Solutions Argentina S.A.|Grid Solutions Arabia Limited Company|GRID Solutions S.P.A.|GRID Solutions Belgium|GRID SOLUTIONS URUGUAY S.A.|GRID SOLUTIONS CHILE S.A.|GE Wind Energy GmbH|GE Vernova Inc|GE Vernova Holding LLC|GE Steam Power Global B.V.|GE Power Netherland B.V.|GE Power Management, S.L.|GE Power Global B.V.|GE Power & Grid Austria GmbH|GE High Voltage Switchgear (Suzhou) Co., Ltd.|GE High Voltage Equipment (Wuhan) Co., Ltd|GE Grid Solutions, S.A. de C.V.|GE Grid Solutions UK B.V.|GE Grid Solutions Pte. Ltd.|GE Grid Solutions Maroc|GE Grid Solutions Limited|GE Grid Solutions Korea, Inc.|GE Grid Solutions Japan K.K.|GE Grid Solutions AB|GE Grid Solutions (UK) Limited|GE Grid Australia Pty Ltd|GE Grid Alliance B.V.|GE Grid (Switzerland) GmbH|GE Grid (Shanghai) Co., Ltd.|GE GRID SOLUTIONS, S.A.|FRENCH LIBYAN ELECTRICAL SERVICES COMPANY (FLESCO)|COGELEX|AO Grid Solutions|ALSTOM (Wuxi) Disconnector Co., Ltd.",owner_confirmed_director_only,False,,,,OWNER,ok
HAL,,INE066F01020,2026-03-31,71.64,0,0.0,0,0.0,2,0.0,0,0.0,0,0.0,0,0.0,2,0.0,0.0,0.0,0.0,71.64,President of India,excluded_state_dominant,False,,,,NOT_OWNER,ok
HAPPSTMNDS,,INE419U01012,2025-12-31,44.21,5,32.42,0,0.0,6,0.64,2,0.03,0,0.0,0,0.0,13,33.09,11.79,0.0,0.0,0.0,ASHOK SOOTA MEDICAL RESEARCH LLP|VEENA  SOOTA|USHA SAMUEL|KUNKU SOOTA|DEEPAK SOOTA|ASHOK SOOTA,owner_confirmed_individual_and_director,False,,,,OWNER,ok
HARSHA,,INE0JUS01029,2026-03-31,75.0,11,71.07,0,0.0,0,0.0,2,0.0,0,0.0,0,0.0,13,71.07,3.93,0.0,0.0,0.0,Vishal Rangwala Family Trust - ( Trustee - Charusheela Rangwala)|Tridym Infrastructures Private Limited|Pilak Shah Family Trust- ( Trustee - Nirmala Shah  and Pilak Shah)|Munjal Rangwala Family Trust-( Trustee - Harish Rangwala)|Mili Mehta Family Trust - ( Trustee - Rajendra Shah and Nirmala Shah )|Meghna Organisers Private Limited|Hues Hub Online Private Limited|Hetal Ukani Family Trust - ( Trustee - Rajendra Shah & Hetal Naik|Harsha Engineers International Limited Group Gratuity Trust|First Light Asset Management Private Limited|Daylight Solar Private Limited|Advantterra Capital Management LLP|Vishal Harish Rangwala|Vaibhavi P Shah|Tarana Vishal Rangwala|Tanvi Vishal Rangwala|Sushil Pandhi|Sharadchandra Pandhi|Shah Vaishali Pilak|Shah Rajendra Shantilal|Shah Raag|Shah Nirmala Rajendra|Shah  Jyotsana  Harshad|Rangwala Charusheela Harish|Rameshbhai Gafurbhai Shah|Purnima Rameshbhai Shah|Pramodkumar Chandulal Shah|Pilak Rajendra Shah|Pandhi Yash Narottam|Nigam Shah|Navinchandra Shantilal Shah|Mili Yashpal Mehta|Kanubhai Shantilal Shah|Kanubhai Babulal Shah|Hetal Manish Naik|Harish Pandhi|Harish  Rangwala|Bhavanaben Pramodchandra Shah,owner_confirmed_individual_and_director,False,,,,OWNER,ok
HATHWAY,,INE982F01036,2026-03-31,75.0,2,13.61,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,13.61,61.39,0.0,0.0,0.0,Reliance Industries Limited|Reliance Industrial Investments and Holdings Limited|Reliance Content Distribution Limited|Jio Internet Distribution Holdings Private Limited|Jio Content Distribution Holdings Private Limited|Jio Cable and Broadband Holdings Private Limited|Hathway Investments Private Limited|Globus Stores Private Limited|Digital Media Distribution Trust through its trustee Reliance Media Transmission Private Limited|Viren Rajan Raheja|Akshay Rajan Raheja,owner_confirmed_individual,False,,,,OWNER,ok
HATSUN,,INE473B01035,2025-12-31,73.17,7,73.17,0,0.0,17,2.04,0,0.0,0,0.0,0,0.0,24,75.21,0.0,0.0,0.0,0.0,VIVIN SRINESH|VISMITA SATHYAN|SATHYAN C|LALITHA C|DOLLY SATHYAN|DEVIGA SURESH|CHANDRAMOGAN R G,owner_confirmed_individual_and_director,False,,,,OWNER,ok
HAVELLS,,INE176B01034,2026-03-31,59.38,0,0.0,0,0.0,3,0.25,1,0.0,0,0.0,0,0.0,4,0.25,59.38,0.0,0.0,0.0,Shri Surjit Kumar Gupta as Trustee of SKG Family Trust|Shri Anil Rai Gupta as Managing Trustee of ARG Family Trust|QRG Investments and Holdings Limited|QRG Enterprises Limited|Smt Vinod Gupta|Smt Shalini Gupta|Smt Santosh Gupta|Smt Sangeeta Rai Gupta|Shri Surjit Kumar Gupta|Shri Anil Rai Gupta|Shri Ameet Kumar Gupta|Shri Aditya Gupta|Shri Abhinav Rai Gupta,owner_confirmed_director_only,False,,,,OWNER,ok
HBLENGINE,,INE292B01021,2025-12-31,59.11,6,7.72,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,7.72,51.39,0.0,0.0,0.0,KAVITA PRASAD ALURU - TRUSTEE FOR MIKKILINENI FAMILY PRIVATE TRUST|KAVITA PRASAD ALURU - TRUSTEE FOR ALURU FAMILY PRIVATE TRUST|UMA DEVI ALURU|SATYANARAYANA SUBRAMANI SRINATH MIKKILINENI|MIKKILINENI DEEKSHA|MIKKILINENI ADVAY BHAGIRATH|KAVITA PRASAD ALURU|ALURU JAGADISH PRASAD,owner_confirmed_individual,False,,,,OWNER,ok
HCC,,INE549A01026,2026-03-31,16.72,4,0.15,0,0.0,0,0.0,0,0.0,0,0.0,1,0.02,4,0.15,16.57,0.0,0.0,0.0,Western Securities Ltd|Shalaka Investment Pvt Ltd|Maharani Holdings Private Limited|Hincon Holdings Ltd|Hincon Finance Limited|Arya Capital Management Private Limited|Shalaka Gulabchand Dhawan|Arjun Dhawan|Anjani Ashwin Parekh|Ajit Gulabchand,owner_confirmed_individual,False,,,,OWNER,ok
HCG,,INE075I01017,2026-03-27,64.21,5,9.76,0,0.0,0,0.0,1,0.06,1,0.04,0,0.0,7,9.86,0.18,54.27,54.27,0.0,CATALYST TRUSTEESHIP LIMITED|HECTOR ASIA HOLDINGS II PTE. LTD.|BHAGYA A AJAIKUMAR|B S AJAIKUMAR|ASMITHA AJAIKUMAR|ANJALI AJAIKUMAR ROSSI|AAGNIKA AJAIKUMAR,ambiguous_mnc_jv_candidate,True,ai_owner_weak,0.7,Ajaikumar family (Dr. B.S. Ajaikumar 創業者 + 家族 5名) 9.76%。KKR (Hector Asia) 54.27%。創業家は chairman だが PE majority,OWNER_WEAK,ok
HCLTECH,,INE860A01027,2025-12-31,60.81,3,0.02,0,0.0,1,0.06,2,0.0,0,0.0,0,0.0,6,0.08,44.34,16.46,16.46,0.0,Vidyagyan Foundation|Vamasundari Scholarship Trust|Vama Sundari Investments (Pondi) Pvt Limited|Vama Sundari Investments (Delhi) Pvt. Ltd.|Vama Sundari Education|Universal Office Automation Limited|The Habitats Trust|South Asian Computers Ltd|Slocum Investments (Chennai) Private Limited|Slocum Education|Shivkiran Investments (Chennai) Private Limited|Shiv Nadar Trust|Shiv Nadar Institution of Eminence Deemed to be University|Shiv Nadar Foundation|School Style Supplies Pvt Ltd|Saola Infra Developers Private Limited|SSN Trust|SSN Investments (Pondi) Private Limited|SSN Investments (Delhi) Pvt Ltd|SSN Investments (Chennai) Private Limited|SSN Incubation Foundation|Prudential HCL Health Insurance Limited|Kiranroshni Investments (Chennai) Private Limited|Kiran Nadar Musuem of Art|KRN Education Private Limited|Julian Investments (Chennai) Private Limited|International Data Management Limited|India Chip Private Limited|Hudson Engineering & Technology Solutions Limited ( Formerly known as HCL Infosolutions Limited)|HCL Sterna Private Limited (formerly known as HCL Cortech Private Limited)|HCL Infosystems Limited|HCL IT City Lucknow Private Limited|HCL Healthcare Pvt. Limited|HCL Games Private Limited|HCL Corporation  Pvt. Ltd.|HCL Capital Private Limited|HCL Avitas Private Limited|Guvi Geek Network Private Limited|Guddu Investments (Chennai) Private Limited|Grotto Infra Developers Private Limited|First Stonex Limited|Esthetic Infra – Developers Pvt Limited|Edu Voyage Education Private Limited (formerly known as HDFC Education and Development Services Private Limited)|Ecstatic Employees Care & Support Limited (Formerly known as HCL Employees Investment Co. Limited)|Dhrtvan Business Accelerations Pvt Ltd (formerly known as Sprire Infra Developers Private Limited)|Cityframe Infra – Developers Pvt Limited|Buoyant Infra – Developers Pvt Limited|Blueberry Investments (Chennai) Private Limited|HCL Holdings Private Ltd.|Mrs. Roshni Nadar Malhotra|Mrs. Kiran Nadar|Mr. Shiv Nadar|Mr. Shikhar Neelkamal Malhotra|Master Jahaan Malhotra (minor)|Master Armaan Malhotra (minor),owner_confirmed_individual_and_director,False,,,,OWNER,ok
HDBFS,,INE756I01012,2025-12-31,74.15,0,0.0,0,0.0,2,0.15,2,0.01,0,0.0,0,0.0,4,0.16,74.15,0.0,0.0,0.0,Hdfc Bank Limited|HDFC Trustee Company Limited|HDFC Securities Limited|HDFC Securities IFSC Limited|HDFC Sales Private Limited|HDFC Pension Fund Management Limited|HDFC Life Insurance Company Limited|HDFC International Life and Re Company Limited|HDFC ERGO General Insurance Company Limited|HDFC Capital Advisors Limited|HDFC Asset Management Company Limited|HDFC AMC International (IFSC) Limited|Griha Pte Limited|Griha Investments,owner_confirmed_director_only,False,,,,OWNER,ok
HDFCAMC,,INE127D01025,2025-12-31,52.38,0,0.0,0,0.0,8,0.19,0,0.0,0,0.0,0,0.0,8,0.19,0.0,0.0,0.0,0.0,HDFC Trustee Company Limited|HDFC Securities Limited|HDFC Securities IFSC Limited|HDFC Sales Private Limited|HDFC PENSION FUND MANAGEMENT LIMITED|HDFC Life Insurance Company Limited|HDFC Ergo General Insurance Company Limited|HDFC Capital Advisors Limited|HDFC AMC International (IFSC) Limited|HDB Financial Services Limited|HDFC International Life and Re Company Limited|Griha Pte Limited|Griha Investments|HDFC BANK LIMITED,owner_confirmed_director_only,False,,,,OWNER,ok
HDFCLIFE,,INE795G01014,2025-12-31,50.21,0,0.0,0,0.0,5,0.06,1,0.0,0,0.0,0,0.0,6,0.06,0.0,0.0,0.0,0.0,HDFC Trustee Company Limited|HDFC Securities Limited|HDFC Securities IFSC Limited|HDFC Sales Private Limited|HDFC Pension Fund Management Limited|HDFC Ergo General Insurance Company Limited|HDFC Capital Advisors Limited|HDFC Asset Management Company Limited|HDFC AMC International (IFSC) Limited|HDB Financial Services Limited|HDFC BANK LTD,owner_confirmed_director_only,False,,,,OWNER,ok
HEG,,INE545A01024,2026-03-31,56.28,4,0.01,0,0.0,3,0.0,1,0.0,0,0.0,0,0.0,8,0.01,30.28,25.98,25.98,0.0,THRIVING RICHNESS ADVISORY LLP|SKLNJ FAMILY TRUSTEE PRIVATE LIMITED|RSWM LIMITED|RRJ FAMILY TRUSTEE PRIVATE LIMITED (TRUSTEE OF RIJU JHUNJHUNWALA FAMILY TRUST)|RRJ FAMILY TRUSTEE PRIVATE LIMITED|RR FAMILY ADVISORY AND CONSULTING LLP|RLJ FAMILY TRUSTEESHIP PVT. LTD. (TRUSTEE OF RAVI JHUNJHUNWALA FAMILY TRUST)|RLJ FAMILY TRUSTEESHIP PRIVATE LIMITED|RJ FAMILY CONSULTING AND ADVISORY LLP|RIJU ADVISORY AND CONSULTING LLP|REDROSE VANIJYA LLP|RANDR TRUSTEE PRIVATE LIMITED (TRUSTEE OF RISHABH JHUNJHUNWALA FAMILY TRUST)|RANDR TRUSTEE PRIVATE LIMITED|PROINSIGHT ADVISORY LLP|PROFICIO AND SMART CONSULTING LLP|MINDS OVERTHETOP CONSULTANTS LLP|LNJ TEXTILES ADVISORY LLP|LNJ SPARK ADVISORY LLP|LNJ REALTY PRIVATE LIMITED|LNJ LEASING AND FINANCE PRIVATE LIMITED|LNJ GRAPHITE ADVISORY LLP|LNJ ADVISORS AND CONSULTANTS LLP|NORBURY INVESTMENTS LIMITED|MICROLIGHT INVESTMENTS LTD.|SUDHA CHURIWAL|SHUBHA CHURIWAL|SHASHI AGARWAL|RITA JHUNJHUNWALA|RISHABH JHUNJHUNWALA|RIJU JHUNJHUNWALA|RAVI JHUNJHUNWALA|RAJKUMARI MARODIA|NIVEDAN CHURIWAL|MANI DEVI JHUNJHUNWALA|LAKSHMI NIWAS JHUNJHUNWALA,owner_confirmed_individual_and_director,False,,,,OWNER,ok
HEMIPROP,,INE0AJG01018,2026-03-31,51.12,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,51.12,President Of India,excluded_state_dominant,False,,,,NOT_OWNER,ok
HERITGFOOD,,INE978A01027,2026-03-31,41.3,5,35.71,0,0.0,0,0.0,2,0.11,0,0.0,0,0.0,7,35.82,5.59,0.0,0.0,0.0,MEGABID FINANCE AND INVESTMENT PRIVATE LIMITED|V NAGA RAJA NAIDU|RAMAKRISHNA NANDAMURI|NARA LOKESH|N BALAKRISHNA|DEVAANSH NARA|BRAHMANI NARA|BHUVANESWARI NARA,owner_confirmed_individual_and_director,False,,,,OWNER,ok
